data,grupo_etario,total
2020-08-15,35-44 anos,5
2020-08-16,35-44 anos,9
2020-08-17,35-44 anos,3
2020-08-18,35-44 anos,3
2020-08-19,35-44 anos,5
2020-08-20,35-44 anos,5
2020-08-21,35-44 anos,4
2020-08-22,35-44 anos,3
2020-08-23,35-44 anos,1
2020-08-24,35-44 anos,3
2020-08-25,35-44 anos,4
2020-08-26,35-44 anos,2
2020-08-27,35-44 anos,5
2020-08-28,35-44 anos,4
2020-08-29,35-44 anos,5
2020-08-30,35-44 anos,6
2020-08-31,35-44 anos,1
2020-09-01,35-44 anos,2
2020-09-02,35-44 anos,3
2020-09-03,35-44 anos,4
2020-09-04,35-44 anos,7
2020-09-05,35-44 anos,5
2020-09-06,35-44 anos,0
2020-09-07,35-44 anos,6
2020-09-08,35-44 anos,4
2020-09-09,35-44 anos,5
2020-09-10,35-44 anos,6
2020-09-11,35-44 anos,7
2020-09-12,35-44 anos,4
2020-09-13,35-44 anos,4
2020-09-14,35-44 anos,3
2020-09-15,35-44 anos,4
2020-09-16,35-44 anos,6
2020-09-17,35-44 anos,7
2020-09-18,35-44 anos,0
2020-09-19,35-44 anos,4
2020-09-20,35-44 anos,5
2020-09-21,35-44 anos,6
2020-09-22,35-44 anos,6
2020-09-23,35-44 anos,4
2020-09-24,35-44 anos,6
2020-09-25,35-44 anos,5
2020-09-26,35-44 anos,2
2020-09-27,35-44 anos,5
2020-09-28,35-44 anos,1
2020-09-29,35-44 anos,5
2020-09-30,35-44 anos,4
2020-10-01,35-44 anos,3
2020-10-02,35-44 anos,3
2020-10-03,35-44 anos,3
2020-10-04,35-44 anos,4
2020-10-05,35-44 anos,5
2020-10-06,35-44 anos,6
2020-10-07,35-44 anos,5
2020-10-08,35-44 anos,7
2020-10-09,35-44 anos,7
2020-10-10,35-44 anos,2
2020-10-11,35-44 anos,6
2020-10-12,35-44 anos,2
2020-10-13,35-44 anos,6
2020-10-14,35-44 anos,4
2020-10-15,35-44 anos,4
2020-10-16,35-44 anos,8
2020-10-17,35-44 anos,1
2020-10-18,35-44 anos,2
2020-10-19,35-44 anos,3
2020-10-20,35-44 anos,3
2020-10-21,35-44 anos,2
2020-10-22,35-44 anos,2
2020-10-23,35-44 anos,3
2020-10-24,35-44 anos,1
2020-10-25,35-44 anos,4
2020-10-26,35-44 anos,2
2020-10-27,35-44 anos,6
2020-10-28,35-44 anos,5
2020-10-29,35-44 anos,3
2020-10-30,35-44 anos,2
2020-01-01,45-54 anos,13
2020-01-02,45-54 anos,14
2020-01-03,45-54 anos,10
2020-01-04,45-54 anos,16
2020-01-05,45-54 anos,15
2020-01-06,45-54 anos,14
2020-01-07,45-54 anos,11
2020-01-08,45-54 anos,12
2020-01-09,45-54 anos,14
2020-01-10,45-54 anos,15
2020-01-11,45-54 anos,11
2020-01-12,45-54 anos,12
2020-01-13,45-54 anos,16
2020-01-14,45-54 anos,11
2020-01-15,45-54 anos,16
2020-01-16,45-54 anos,8
2020-01-17,45-54 anos,14
2020-01-18,45-54 anos,16
2020-01-19,45-54 anos,15
2020-01-20,45-54 anos,12
2020-01-21,45-54 anos,13
2020-01-22,45-54 anos,13
2020-01-23,45-54 anos,14
2020-01-24,45-54 anos,11
2020-01-25,45-54 anos,14
2020-01-26,45-54 anos,11
2020-01-27,45-54 anos,16
2020-01-28,45-54 anos,12
2020-01-29,45-54 anos,13
2020-01-30,45-54 anos,12
2020-01-31,45-54 anos,13
2020-02-01,45-54 anos,17
2020-02-02,45-54 anos,8
2020-02-03,45-54 anos,19
2020-02-04,45-54 anos,13
2020-02-05,45-54 anos,9
2020-02-06,45-54 anos,13
2020-02-07,45-54 anos,13
2020-02-08,45-54 anos,14
2020-02-09,45-54 anos,3
2020-02-10,45-54 anos,9
2020-02-11,45-54 anos,8
2020-02-12,45-54 anos,11
2020-02-13,45-54 anos,10
2020-02-14,45-54 anos,11
2020-02-15,45-54 anos,14
2020-02-16,45-54 anos,8
2020-02-17,45-54 anos,18
2020-02-18,45-54 anos,11
2020-02-19,45-54 anos,11
2020-02-20,45-54 anos,13
2020-02-21,45-54 anos,17
2020-02-22,45-54 anos,9
2020-02-23,45-54 anos,9
2020-02-24,45-54 anos,11
2020-02-25,45-54 anos,12
2020-02-26,45-54 anos,11
2020-02-27,45-54 anos,15
2020-02-28,45-54 anos,16
2020-02-29,45-54 anos,20
2020-03-01,45-54 anos,9
2020-03-02,45-54 anos,6
2020-03-03,45-54 anos,12
2020-03-04,45-54 anos,12
2020-03-05,45-54 anos,7
2020-03-06,45-54 anos,9
2020-03-07,45-54 anos,9
2020-03-08,45-54 anos,7
2020-03-09,45-54 anos,20
2020-03-10,45-54 anos,11
2020-03-11,45-54 anos,11
2020-03-12,45-54 anos,10
2020-03-13,45-54 anos,16
2020-03-14,45-54 anos,12
2020-03-15,45-54 anos,16
2020-03-16,45-54 anos,16
2020-03-17,45-54 anos,16
2020-03-18,45-54 anos,9
2020-03-19,45-54 anos,15
2020-03-20,45-54 anos,12
2020-03-21,45-54 anos,17
2020-03-22,45-54 anos,10
2020-03-23,45-54 anos,20
2020-03-24,45-54 anos,13
2020-03-25,45-54 anos,15
2020-03-26,45-54 anos,15
2020-03-27,45-54 anos,15
2020-03-28,45-54 anos,8
2020-03-29,45-54 anos,13
2020-03-30,45-54 anos,13
2020-03-31,45-54 anos,15
2020-04-01,45-54 anos,13
2020-04-02,45-54 anos,15
2020-04-03,45-54 anos,12
2020-04-04,45-54 anos,23
2020-04-05,45-54 anos,14
2020-04-06,45-54 anos,13
2020-04-07,45-54 anos,10
2020-04-08,45-54 anos,7
2020-04-09,45-54 anos,18
2020-04-10,45-54 anos,8
2020-04-11,45-54 anos,13
2020-04-12,45-54 anos,9
2020-04-13,45-54 anos,17
2020-04-14,45-54 anos,8
2020-04-15,45-54 anos,14
2020-04-16,45-54 anos,8
2020-04-17,45-54 anos,11
2020-04-18,45-54 anos,6
2020-04-19,45-54 anos,10
2020-04-20,45-54 anos,9
2020-04-21,45-54 anos,11
2020-04-22,45-54 anos,8
2020-04-23,45-54 anos,12
2020-04-24,45-54 anos,10
2020-04-25,45-54 anos,16
2020-04-26,45-54 anos,7
2020-04-27,45-54 anos,9
2020-04-28,45-54 anos,8
2020-04-29,45-54 anos,8
2020-04-30,45-54 anos,18
2020-05-01,45-54 anos,14
2020-05-02,45-54 anos,8
2020-05-03,45-54 anos,13
2020-05-04,45-54 anos,16
2020-05-05,45-54 anos,14
2020-05-06,45-54 anos,13
2020-05-07,45-54 anos,16
2020-05-08,45-54 anos,10
2020-05-09,45-54 anos,6
2020-05-10,45-54 anos,6
2020-05-11,45-54 anos,21
2020-05-12,45-54 anos,11
2020-05-13,45-54 anos,5
2020-05-14,45-54 anos,4
2020-05-15,45-54 anos,10
2020-05-16,45-54 anos,6
2020-05-17,45-54 anos,10
2020-05-18,45-54 anos,18
2020-05-19,45-54 anos,14
2020-05-20,45-54 anos,14
2020-05-21,45-54 anos,8
2020-05-22,45-54 anos,12
2020-05-23,45-54 anos,16
2020-05-24,45-54 anos,12
2020-05-25,45-54 anos,19
2020-05-26,45-54 anos,17
2020-05-27,45-54 anos,16
2020-05-28,45-54 anos,12
2020-05-29,45-54 anos,16
2020-05-30,45-54 anos,16
2020-05-31,45-54 anos,7
2020-06-01,45-54 anos,15
2020-06-02,45-54 anos,10
2020-06-03,45-54 anos,13
2020-06-04,45-54 anos,15
2020-06-05,45-54 anos,16
2020-06-06,45-54 anos,11
2020-06-07,45-54 anos,13
2020-06-08,45-54 anos,8
2020-06-09,45-54 anos,17
2020-06-10,45-54 anos,5
2020-06-11,45-54 anos,13
2020-06-12,45-54 anos,15
2020-06-13,45-54 anos,8
2020-06-14,45-54 anos,16
2020-06-15,45-54 anos,12
2020-06-16,45-54 anos,11
2020-06-17,45-54 anos,11
2020-06-18,45-54 anos,9
2020-06-19,45-54 anos,8
2020-06-20,45-54 anos,15
2020-06-21,45-54 anos,5
2020-06-22,45-54 anos,16
2020-06-23,45-54 anos,14
2020-06-24,45-54 anos,7
2020-06-25,45-54 anos,15
2020-06-26,45-54 anos,10
2020-06-27,45-54 anos,14
2020-06-28,45-54 anos,9
2020-06-29,45-54 anos,15
2020-06-30,45-54 anos,12
2020-07-01,45-54 anos,24
2020-07-02,45-54 anos,12
2020-07-03,45-54 anos,16
2020-07-04,45-54 anos,8
2020-07-05,45-54 anos,9
2020-07-06,45-54 anos,13
2020-07-07,45-54 anos,15
2020-07-08,45-54 anos,15
2020-07-09,45-54 anos,4
2020-07-10,45-54 anos,14
2020-07-11,45-54 anos,12
2020-07-12,45-54 anos,8
2020-07-13,45-54 anos,13
2020-07-14,45-54 anos,14
2020-07-15,45-54 anos,16
2020-07-16,45-54 anos,16
2020-07-17,45-54 anos,12
2020-07-18,45-54 anos,10
2020-07-19,45-54 anos,13
2020-07-20,45-54 anos,19
2020-07-21,45-54 anos,9
2020-07-22,45-54 anos,12
2020-07-23,45-54 anos,12
2020-07-24,45-54 anos,18
2020-07-25,45-54 anos,15
2020-07-26,45-54 anos,10
2020-07-27,45-54 anos,23
2020-07-28,45-54 anos,9
2020-07-29,45-54 anos,13
2020-07-30,45-54 anos,10
2020-07-31,45-54 anos,12
2020-08-01,45-54 anos,15
2020-08-02,45-54 anos,7
2020-08-03,45-54 anos,11
2020-08-04,45-54 anos,13
2020-08-05,45-54 anos,13
2020-08-06,45-54 anos,9
2020-08-07,45-54 anos,15
2020-08-08,45-54 anos,15
2020-08-09,45-54 anos,9
2020-08-10,45-54 anos,7
2020-08-11,45-54 anos,20
2020-08-12,45-54 anos,9
2020-08-13,45-54 anos,11
2020-08-14,45-54 anos,14
2020-08-15,45-54 anos,10
2020-08-16,45-54 anos,4
2020-08-17,45-54 anos,6
2020-08-18,45-54 anos,10
2020-08-19,45-54 anos,14
2020-08-20,45-54 anos,22
2020-08-21,45-54 anos,8
2020-08-22,45-54 anos,10
2020-08-23,45-54 anos,14
2020-08-24,45-54 anos,10
2020-08-25,45-54 anos,11
2020-08-26,45-54 anos,7
2020-08-27,45-54 anos,16
2020-08-28,45-54 anos,13
2020-08-29,45-54 anos,12
2020-08-30,45-54 anos,9
2020-08-31,45-54 anos,15
2020-09-01,45-54 anos,12
2020-09-02,45-54 anos,10
2020-09-03,45-54 anos,10
2020-09-04,45-54 anos,6
2020-09-05,45-54 anos,9
2020-09-06,45-54 anos,8
2020-09-07,45-54 anos,9
2020-09-08,45-54 anos,13
2020-09-09,45-54 anos,13
2020-09-10,45-54 anos,16
2020-09-11,45-54 anos,11
2020-09-12,45-54 anos,14
2020-09-13,45-54 anos,13
2020-09-14,45-54 anos,16
2020-09-15,45-54 anos,16
2020-09-16,45-54 anos,15
2020-09-17,45-54 anos,12
2020-09-18,45-54 anos,7
2020-09-19,45-54 anos,6
2020-09-20,45-54 anos,11
2020-09-21,45-54 anos,5
2020-09-22,45-54 anos,17
2020-09-23,45-54 anos,15
2020-09-24,45-54 anos,9
2020-09-25,45-54 anos,15
2020-09-26,45-54 anos,7
2020-09-27,45-54 anos,0
2020-09-28,45-54 anos,17
2020-09-29,45-54 anos,16
2020-09-30,45-54 anos,15
2020-10-01,45-54 anos,8
2020-10-02,45-54 anos,14
2020-10-03,45-54 anos,16
2020-10-04,45-54 anos,18
2020-10-05,45-54 anos,11
2020-10-06,45-54 anos,12
2020-10-07,45-54 anos,11
2020-10-08,45-54 anos,9
2020-10-09,45-54 anos,19
2020-10-10,45-54 anos,15
2020-10-11,45-54 anos,13
2020-10-12,45-54 anos,16
2020-10-13,45-54 anos,16
2020-10-14,45-54 anos,16
2020-10-15,45-54 anos,15
2020-10-16,45-54 anos,21
2020-10-17,45-54 anos,8
2020-10-18,45-54 anos,7
2020-10-19,45-54 anos,12
2020-10-20,45-54 anos,11
2020-10-21,45-54 anos,11
2020-10-22,45-54 anos,14
2020-10-23,45-54 anos,15
2020-10-24,45-54 anos,10
2020-10-25,45-54 anos,6
2020-10-26,45-54 anos,13
2020-10-27,45-54 anos,14
2020-10-28,45-54 anos,8
2020-10-29,45-54 anos,8
2020-10-30,45-54 anos,5
2020-01-01,55-64 anos,19
2020-01-02,55-64 anos,25
2020-01-03,55-64 anos,27
2020-01-04,55-64 anos,31
2020-01-05,55-64 anos,25
2020-01-06,55-64 anos,32
2020-01-07,55-64 anos,33
2020-01-08,55-64 anos,37
2020-01-09,55-64 anos,29
2020-01-10,55-64 anos,28
2020-01-11,55-64 anos,32
2020-01-12,55-64 anos,28
2020-01-13,55-64 anos,39
2020-01-14,55-64 anos,36
2020-01-15,55-64 anos,26
2020-01-16,55-64 anos,29
2020-01-17,55-64 anos,33
2020-01-18,55-64 anos,27
2020-01-19,55-64 anos,28
2020-01-20,55-64 anos,22
2020-01-21,55-64 anos,20
2020-01-22,55-64 anos,21
2020-01-23,55-64 anos,32
2020-01-24,55-64 anos,31
2020-01-25,55-64 anos,37
2020-01-26,55-64 anos,35
2020-01-27,55-64 anos,35
2020-01-28,55-64 anos,20
2020-01-29,55-64 anos,25
2020-01-30,55-64 anos,30
2020-01-31,55-64 anos,35
2020-02-01,55-64 anos,14
2020-02-02,55-64 anos,26
2020-02-03,55-64 anos,41
2020-02-04,55-64 anos,25
2020-02-05,55-64 anos,28
2020-02-06,55-64 anos,24
2020-02-07,55-64 anos,29
2020-02-08,55-64 anos,30
2020-02-09,55-64 anos,21
2020-02-10,55-64 anos,39
2020-02-11,55-64 anos,28
2020-02-12,55-64 anos,21
2020-02-13,55-64 anos,21
2020-02-14,55-64 anos,32
2020-02-15,55-64 anos,27
2020-02-16,55-64 anos,32
2020-02-17,55-64 anos,29
2020-02-18,55-64 anos,27
2020-02-19,55-64 anos,26
2020-02-20,55-64 anos,26
2020-02-21,55-64 anos,28
2020-02-22,55-64 anos,33
2020-02-23,55-64 anos,30
2020-02-24,55-64 anos,36
2020-02-25,55-64 anos,28
2020-02-26,55-64 anos,26
2020-02-27,55-64 anos,34
2020-02-28,55-64 anos,25
2020-02-29,55-64 anos,17
2020-03-01,55-64 anos,15
2020-03-02,55-64 anos,26
2020-03-03,55-64 anos,22
2020-03-04,55-64 anos,27
2020-03-05,55-64 anos,26
2020-03-06,55-64 anos,25
2020-03-07,55-64 anos,29
2020-03-08,55-64 anos,24
2020-03-09,55-64 anos,25
2020-03-10,55-64 anos,40
2020-03-11,55-64 anos,35
2020-03-12,55-64 anos,26
2020-03-13,55-64 anos,29
2020-03-14,55-64 anos,27
2020-03-15,55-64 anos,25
2020-03-16,55-64 anos,23
2020-03-17,55-64 anos,17
2020-03-18,55-64 anos,21
2020-03-19,55-64 anos,21
2020-03-20,55-64 anos,25
2020-03-21,55-64 anos,26
2020-03-22,55-64 anos,27
2020-03-23,55-64 anos,18
2020-03-24,55-64 anos,29
2020-03-25,55-64 anos,20
2020-03-26,55-64 anos,24
2020-03-27,55-64 anos,23
2020-03-28,55-64 anos,18
2020-03-29,55-64 anos,34
2020-03-30,55-64 anos,26
2020-03-31,55-64 anos,19
2020-04-01,55-64 anos,27
2020-04-02,55-64 anos,26
2020-04-03,55-64 anos,29
2020-04-04,55-64 anos,41
2020-04-05,55-64 anos,27
2020-04-06,55-64 anos,25
2020-04-07,55-64 anos,37
2020-04-08,55-64 anos,31
2020-04-09,55-64 anos,36
2020-04-10,55-64 anos,39
2020-04-11,55-64 anos,20
2020-04-12,55-64 anos,21
2020-04-13,55-64 anos,30
2020-04-14,55-64 anos,17
2020-04-15,55-64 anos,28
2020-04-16,55-64 anos,29
2020-04-17,55-64 anos,24
2020-04-18,55-64 anos,30
2020-04-19,55-64 anos,27
2020-04-20,55-64 anos,24
2020-04-21,55-64 anos,16
2020-04-22,55-64 anos,16
2020-04-23,55-64 anos,30
2020-04-24,55-64 anos,19
2020-04-25,55-64 anos,26
2020-04-26,55-64 anos,35
2020-04-27,55-64 anos,20
2020-04-28,55-64 anos,13
2020-04-29,55-64 anos,18
2020-04-30,55-64 anos,20
2020-05-01,55-64 anos,24
2020-05-02,55-64 anos,25
2020-05-03,55-64 anos,28
2020-05-04,55-64 anos,26
2020-05-05,55-64 anos,23
2020-05-06,55-64 anos,26
2020-05-07,55-64 anos,21
2020-05-08,55-64 anos,33
2020-05-09,55-64 anos,21
2020-05-10,55-64 anos,25
2020-05-11,55-64 anos,26
2020-05-12,55-64 anos,26
2020-05-13,55-64 anos,17
2020-05-14,55-64 anos,26
2020-05-15,55-64 anos,18
2020-05-16,55-64 anos,29
2020-05-17,55-64 anos,19
2020-05-18,55-64 anos,30
2020-05-19,55-64 anos,23
2020-05-20,55-64 anos,24
2020-05-21,55-64 anos,21
2020-05-22,55-64 anos,27
2020-05-23,55-64 anos,22
2020-05-24,55-64 anos,24
2020-05-25,55-64 anos,28
2020-05-26,55-64 anos,38
2020-05-27,55-64 anos,23
2020-05-28,55-64 anos,31
2020-05-29,55-64 anos,24
2020-05-30,55-64 anos,20
2020-05-31,55-64 anos,19
2020-06-01,55-64 anos,18
2020-06-02,55-64 anos,24
2020-06-03,55-64 anos,24
2020-06-04,55-64 anos,20
2020-06-05,55-64 anos,23
2020-06-06,55-64 anos,29
2020-06-07,55-64 anos,24
2020-06-08,55-64 anos,24
2020-06-09,55-64 anos,25
2020-06-10,55-64 anos,28
2020-06-11,55-64 anos,25
2020-06-12,55-64 anos,27
2020-06-13,55-64 anos,32
2020-06-14,55-64 anos,17
2020-06-15,55-64 anos,29
2020-06-16,55-64 anos,19
2020-06-17,55-64 anos,38
2020-06-18,55-64 anos,18
2020-06-19,55-64 anos,22
2020-06-20,55-64 anos,22
2020-06-21,55-64 anos,26
2020-06-22,55-64 anos,31
2020-06-23,55-64 anos,24
2020-06-24,55-64 anos,25
2020-06-25,55-64 anos,41
2020-06-26,55-64 anos,20
2020-06-27,55-64 anos,20
2020-06-28,55-64 anos,23
2020-06-29,55-64 anos,30
2020-06-30,55-64 anos,28
2020-07-01,55-64 anos,27
2020-07-02,55-64 anos,20
2020-07-03,55-64 anos,32
2020-07-04,55-64 anos,22
2020-07-05,55-64 anos,30
2020-07-06,55-64 anos,21
2020-07-07,55-64 anos,19
2020-07-08,55-64 anos,19
2020-07-09,55-64 anos,28
2020-07-10,55-64 anos,35
2020-07-11,55-64 anos,24
2020-07-12,55-64 anos,25
2020-07-13,55-64 anos,26
2020-07-14,55-64 anos,33
2020-07-15,55-64 anos,25
2020-07-16,55-64 anos,28
2020-07-17,55-64 anos,36
2020-07-18,55-64 anos,25
2020-07-19,55-64 anos,26
2020-07-20,55-64 anos,27
2020-07-21,55-64 anos,29
2020-07-22,55-64 anos,24
2020-07-23,55-64 anos,24
2020-07-24,55-64 anos,20
2020-07-25,55-64 anos,21
2020-07-26,55-64 anos,21
2020-07-27,55-64 anos,25
2020-07-28,55-64 anos,22
2020-07-29,55-64 anos,20
2020-07-30,55-64 anos,30
2020-07-31,55-64 anos,19
2020-08-01,55-64 anos,29
2020-08-02,55-64 anos,27
2020-08-03,55-64 anos,32
2020-08-04,55-64 anos,21
2020-08-05,55-64 anos,25
2020-08-06,55-64 anos,22
2020-08-07,55-64 anos,19
2020-08-08,55-64 anos,24
2020-08-09,55-64 anos,18
2020-08-10,55-64 anos,19
2020-08-11,55-64 anos,31
2020-08-12,55-64 anos,30
2020-08-13,55-64 anos,26
2020-08-14,55-64 anos,18
2020-08-15,55-64 anos,21
2020-08-16,55-64 anos,19
2020-08-17,55-64 anos,34
2020-08-18,55-64 anos,26
2020-08-19,55-64 anos,26
2020-08-20,55-64 anos,22
2020-08-21,55-64 anos,25
2020-08-22,55-64 anos,27
2020-08-23,55-64 anos,16
2020-08-24,55-64 anos,25
2020-08-25,55-64 anos,24
2020-08-26,55-64 anos,25
2020-08-27,55-64 anos,23
2020-08-28,55-64 anos,24
2020-08-29,55-64 anos,24
2020-08-30,55-64 anos,34
2020-08-31,55-64 anos,21
2020-09-01,55-64 anos,37
2020-09-02,55-64 anos,17
2020-09-03,55-64 anos,26
2020-09-04,55-64 anos,28
2020-09-05,55-64 anos,23
2020-09-06,55-64 anos,21
2020-09-07,55-64 anos,22
2020-09-08,55-64 anos,37
2020-09-09,55-64 anos,28
2020-09-10,55-64 anos,23
2020-09-11,55-64 anos,30
2020-09-12,55-64 anos,28
2020-09-13,55-64 anos,28
2020-09-14,55-64 anos,19
2020-09-15,55-64 anos,28
2020-09-16,55-64 anos,30
2020-09-17,55-64 anos,26
2020-09-18,55-64 anos,22
2020-09-19,55-64 anos,27
2020-09-20,55-64 anos,25
2020-09-21,55-64 anos,22
2020-09-22,55-64 anos,23
2020-09-23,55-64 anos,28
2020-09-24,55-64 anos,26
2020-09-25,55-64 anos,26
2020-09-26,55-64 anos,22
2020-09-27,55-64 anos,29
2020-09-28,55-64 anos,27
2020-09-29,55-64 anos,22
2020-09-30,55-64 anos,26
2020-10-01,55-64 anos,20
2020-10-02,55-64 anos,15
2020-10-03,55-64 anos,17
2020-10-04,55-64 anos,27
2020-10-05,55-64 anos,30
2020-10-06,55-64 anos,29
2020-10-07,55-64 anos,28
2020-10-08,55-64 anos,27
2020-10-09,55-64 anos,30
2020-10-10,55-64 anos,29
2020-10-11,55-64 anos,21
2020-10-12,55-64 anos,27
2020-10-13,55-64 anos,16
2020-10-14,55-64 anos,29
2020-10-15,55-64 anos,29
2020-10-16,55-64 anos,24
2020-10-17,55-64 anos,33
2020-10-18,55-64 anos,26
2020-10-19,55-64 anos,19
2020-10-20,55-64 anos,24
2020-10-21,55-64 anos,31
2020-10-22,55-64 anos,27
2020-10-23,55-64 anos,25
2020-10-24,55-64 anos,25
2020-10-25,55-64 anos,28
2020-10-26,55-64 anos,30
2020-10-27,55-64 anos,35
2020-10-28,55-64 anos,25
2020-10-29,55-64 anos,26
2020-10-30,55-64 anos,21
2020-01-01,65-74 anos,47
2020-01-02,65-74 anos,62
2020-01-03,65-74 anos,50
2020-01-04,65-74 anos,45
2020-01-05,65-74 anos,49
2020-01-06,65-74 anos,55
2020-01-07,65-74 anos,60
2020-01-08,65-74 anos,44
2020-01-09,65-74 anos,53
2020-01-10,65-74 anos,46
2020-01-11,65-74 anos,62
2020-01-12,65-74 anos,56
2020-01-13,65-74 anos,56
2020-01-14,65-74 anos,54
2020-01-15,65-74 anos,54
2020-01-16,65-74 anos,42
2020-01-17,65-74 anos,44
2020-01-18,65-74 anos,64
2020-01-19,65-74 anos,54
2020-01-20,65-74 anos,56
2020-01-21,65-74 anos,45
2020-01-22,65-74 anos,72
2020-01-23,65-74 anos,49
2020-01-24,65-74 anos,56
2020-01-25,65-74 anos,68
2020-01-26,65-74 anos,44
2020-01-27,65-74 anos,50
2020-01-28,65-74 anos,70
2020-01-29,65-74 anos,68
2020-01-30,65-74 anos,53
2020-01-31,65-74 anos,58
2020-02-01,65-74 anos,59
2020-02-02,65-74 anos,65
2020-02-03,65-74 anos,43
2020-02-04,65-74 anos,56
2020-02-05,65-74 anos,46
2020-02-06,65-74 anos,44
2020-02-07,65-74 anos,36
2020-02-08,65-74 anos,49
2020-02-09,65-74 anos,40
2020-02-10,65-74 anos,36
2020-02-11,65-74 anos,41
2020-02-12,65-74 anos,62
2020-02-13,65-74 anos,51
2020-02-14,65-74 anos,41
2020-02-15,65-74 anos,48
2020-02-16,65-74 anos,39
2020-02-17,65-74 anos,52
2020-02-18,65-74 anos,45
2020-02-19,65-74 anos,55
2020-02-20,65-74 anos,39
2020-02-21,65-74 anos,54
2020-02-22,65-74 anos,45
2020-02-23,65-74 anos,40
2020-02-24,65-74 anos,43
2020-02-25,65-74 anos,49
2020-02-26,65-74 anos,50
2020-02-27,65-74 anos,49
2020-02-28,65-74 anos,38
2020-02-29,65-74 anos,43
2020-03-01,65-74 anos,48
2020-03-02,65-74 anos,50
2020-03-03,65-74 anos,43
2020-03-04,65-74 anos,44
2020-03-05,65-74 anos,53
2020-03-06,65-74 anos,38
2020-03-07,65-74 anos,54
2020-03-08,65-74 anos,37
2020-03-09,65-74 anos,45
2020-03-10,65-74 anos,38
2020-03-11,65-74 anos,56
2020-03-12,65-74 anos,50
2020-03-13,65-74 anos,48
2020-03-14,65-74 anos,61
2020-03-15,65-74 anos,39
2020-03-16,65-74 anos,44
2020-03-17,65-74 anos,47
2020-03-18,65-74 anos,48
2020-03-19,65-74 anos,62
2020-03-20,65-74 anos,59
2020-03-21,65-74 anos,50
2020-03-22,65-74 anos,43
2020-03-23,65-74 anos,52
2020-03-24,65-74 anos,50
2020-03-25,65-74 anos,52
2020-03-26,65-74 anos,56
2020-03-27,65-74 anos,55
2020-03-28,65-74 anos,49
2020-03-29,65-74 anos,42
2020-03-30,65-74 anos,55
2020-03-31,65-74 anos,49
2020-04-01,65-74 anos,60
2020-04-02,65-74 anos,52
2020-04-03,65-74 anos,47
2020-04-04,65-74 anos,50
2020-04-05,65-74 anos,47
2020-04-06,65-74 anos,54
2020-04-07,65-74 anos,60
2020-04-08,65-74 anos,53
2020-04-09,65-74 anos,57
2020-04-10,65-74 anos,51
2020-04-11,65-74 anos,42
2020-04-12,65-74 anos,46
2020-04-13,65-74 anos,45
2020-04-14,65-74 anos,49
2020-04-15,65-74 anos,47
2020-04-16,65-74 anos,50
2020-04-17,65-74 anos,44
2020-04-18,65-74 anos,50
2020-04-19,65-74 anos,34
2020-04-20,65-74 anos,45
2020-04-21,65-74 anos,52
2020-04-22,65-74 anos,49
2020-04-23,65-74 anos,52
2020-04-24,65-74 anos,45
2020-04-25,65-74 anos,49
2020-04-26,65-74 anos,46
2020-04-27,65-74 anos,51
2020-04-28,65-74 anos,59
2020-04-29,65-74 anos,38
2020-04-30,65-74 anos,40
2020-05-01,65-74 anos,46
2020-05-02,65-74 anos,44
2020-05-03,65-74 anos,38
2020-05-04,65-74 anos,45
2020-05-05,65-74 anos,42
2020-05-06,65-74 anos,54
2020-05-07,65-74 anos,42
2020-05-08,65-74 anos,43
2020-05-09,65-74 anos,44
2020-05-10,65-74 anos,42
2020-05-11,65-74 anos,26
2020-05-12,65-74 anos,45
2020-05-13,65-74 anos,42
2020-05-14,65-74 anos,42
2020-05-15,65-74 anos,32
2020-05-16,65-74 anos,47
2020-05-17,65-74 anos,42
2020-05-18,65-74 anos,44
2020-05-19,65-74 anos,44
2020-05-20,65-74 anos,36
2020-05-21,65-74 anos,29
2020-05-22,65-74 anos,44
2020-05-23,65-74 anos,44
2020-05-24,65-74 anos,32
2020-05-25,65-74 anos,65
2020-05-26,65-74 anos,54
2020-05-27,65-74 anos,54
2020-05-28,65-74 anos,47
2020-05-29,65-74 anos,47
2020-05-30,65-74 anos,37
2020-05-31,65-74 anos,51
2020-06-01,65-74 anos,52
2020-06-02,65-74 anos,48
2020-06-03,65-74 anos,39
2020-06-04,65-74 anos,41
2020-06-05,65-74 anos,47
2020-06-06,65-74 anos,48
2020-06-07,65-74 anos,36
2020-06-08,65-74 anos,32
2020-06-09,65-74 anos,36
2020-06-10,65-74 anos,42
2020-06-11,65-74 anos,44
2020-06-12,65-74 anos,24
2020-06-13,65-74 anos,39
2020-06-14,65-74 anos,42
2020-06-15,65-74 anos,45
2020-06-16,65-74 anos,45
2020-06-17,65-74 anos,58
2020-06-18,65-74 anos,36
2020-06-19,65-74 anos,47
2020-06-20,65-74 anos,37
2020-06-21,65-74 anos,32
2020-06-22,65-74 anos,61
2020-06-23,65-74 anos,60
2020-06-24,65-74 anos,49
2020-06-25,65-74 anos,58
2020-06-26,65-74 anos,46
2020-06-27,65-74 anos,52
2020-06-28,65-74 anos,33
2020-06-29,65-74 anos,41
2020-06-30,65-74 anos,59
2020-07-01,65-74 anos,39
2020-07-02,65-74 anos,45
2020-07-03,65-74 anos,46
2020-07-04,65-74 anos,37
2020-07-05,65-74 anos,37
2020-07-06,65-74 anos,41
2020-07-07,65-74 anos,42
